KitchenQual_TA,BsmtQual_TA,GarageFinish_Unf,GarageType_Detchd,Foundation_CBlock,HeatingQC_TA,Exterior2nd_VinylSd,2ndFlrSF,WoodDeckSF,HalfBath,BsmtExposure_Gd,KitchenQual_Gd,OpenPorchSF,GarageType_Attchd,LotFrontage,FireplaceQu_Gd,SaleCondition_Partial,Neighborhood_NridgHt,BsmtFinSF1,BsmtFinType1_GLQ,ExterQual_Gd,Fireplaces,MasVnrArea,TotRmsAbvGrd,FullBath,TotalBsmtSF,OverallQual
0,0,0,0,0,0,0,592,0,1,0,0,0,0,69.0,0,0,0,224,0,0,2,600.0,7,1,1040,7
0,0,0,0,0,0,0,939,140,1,0,0,45,0,75.0,0,0,0,0,0,0,1,768.0,9,2,1053,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,6,1,641,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,104,0,0,0,0.0,5,1,789,5
0,0,0,0,0,0,0,520,0,0,0,0,0,0,85.0,0,0,0,0,0,0,0,0.0,7,2,793,5
0,0,0,0,0,0,0,0,0,0,0,0,122,0,105.0,0,0,0,705,0,0,1,480.0,7,2,1844,6
0,0,0,0,0,0,0,639,182,0,0,0,0,0,75.0,0,0,0,444,0,0,0,0.0,7,2,994,6
0,0,0,0,0,0,0,656,180,1,0,0,0,0,69.0,0,0,0,250,0,0,1,0.0,7,2,384,7
0,0,0,0,0,0,0,1414,120,1,0,0,184,0,77.0,0,0,0,984,0,0,1,220.0,10,2,1264,7
0,0,0,0,0,0,0,0,166,0,0,0,120,0,69.0,0,0,0,35,0,0,2,184.0,7,2,1809,6
0,0,0,0,0,0,0,884,224,1,0,0,0,0,61.0,0,0,0,774,0,0,1,0.0,9,2,1028,6
0,0,0,0,0,0,0,729,0,1,0,0,32,0,34.0,0,0,0,419,0,0,1,1129.0,5,2,729,6
0,0,0,0,0,0,0,0,0,0,0,0,20,0,69.0,0,0,0,170,0,0,1,116.0,6,1,1092,5
0,0,0,0,0,0,0,0,80,1,0,0,64,0,74.0,0,0,0,0,0,0,0,0.0,5,1,1125,5
0,0,0,0,0,0,0,1523,367,0,0,0,0,0,90.0,0,0,0,1470,0,0,2,0.0,11,3,1673,7
0,0,0,0,0,0,0,728,0,1,0,0,24,0,65.0,0,0,0,0,0,0,1,0.0,8,2,728,6
0,0,0,0,0,0,0,0,0,0,0,0,130,0,69.0,0,0,0,938,0,0,2,0.0,4,1,938,6
0,0,0,0,0,0,0,351,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0.0,4,1,732,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,570,0,0,0,135.0,5,1,1080,6
0,0,0,0,0,0,0,0,0,0,0,0,63,0,55.0,0,0,0,300,0,0,0,0.0,5,2,1199,6
0,0,0,0,0,0,0,0,192,0,0,0,0,0,48.0,0,0,0,0,0,0,1,0.0,7,2,1362,6
0,0,0,0,0,0,0,0,53,0,0,0,0,0,60.0,0,0,0,490,0,0,0,0.0,5,1,520,6
0,0,0,0,0,0,0,0,0,0,0,0,205,0,69.0,0,0,0,120,0,0,1,0.0,5,2,1078,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,116,0,0,1,0.0,5,1,672,5
0,0,0,0,0,0,0,688,188,1,0,0,108,0,69.0,0,0,0,512,0,0,1,266.0,6,1,660,6
0,0,0,0,0,0,0,0,0,1,0,0,80,0,69.0,0,0,0,567,0,0,0,85.0,6,1,1008,5
0,0,0,0,0,0,0,941,105,1,0,0,66,0,88.0,0,0,0,445,0,0,2,309.0,8,2,924,7
0,0,0,0,0,0,0,1032,24,1,0,0,48,0,69.0,0,0,0,695,0,0,1,40.0,7,2,992,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,405,0,0,0,0.0,7,1,1063,5
0,0,0,0,0,0,0,0,192,0,0,0,25,0,69.0,0,0,0,1005,0,0,0,136.0,6,2,1267,8
0,0,0,0,0,0,0,0,0,1,0,0,96,0,78.0,0,0,0,570,0,0,1,0.0,7,2,1461,5
0,0,0,0,0,0,0,0,98,0,0,0,0,0,80.0,0,0,0,0,0,0,1,288.0,7,2,1304,7
0,0,0,0,0,0,0,0,0,0,0,0,111,0,69.0,0,0,0,695,0,0,1,196.0,5,2,1214,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,0,0,70.0,9,3,1907,7
0,0,0,0,0,0,0,848,224,1,0,0,106,0,73.0,0,0,0,668,0,0,2,320.0,7,2,1004,8
0,0,0,0,0,0,0,836,276,1,0,0,99,0,65.0,0,0,0,821,0,0,0,0.0,7,2,928,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,432,0,0,1,0.0,5,1,864,4
0,0,0,0,0,0,0,0,160,0,0,0,24,0,78.0,0,0,0,1300,0,0,0,0.0,7,2,1734,7
0,0,0,0,0,0,0,475,0,0,0,0,0,0,71.0,0,0,0,507,0,0,0,0.0,6,2,910,5
0,0,0,0,0,0,0,0,144,0,0,0,29,0,78.0,0,0,0,679,0,0,0,183.0,6,2,1490,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,1332,0,0,0,336.0,10,2,1728,5
0,0,0,0,0,0,0,0,48,0,0,0,0,0,51.0,0,0,0,209,0,0,0,0.0,5,1,715,5
0,0,0,0,0,0,0,1151,144,1,0,0,48,0,69.0,0,0,0,0,0,0,1,180.0,8,2,884,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,680,0,0,0,120.0,6,1,1080,7
0,0,0,0,0,0,0,448,200,0,0,0,114,0,69.0,0,0,0,0,0,0,0,0.0,7,1,896,5
0,0,0,0,0,0,0,0,0,0,0,0,102,0,107.0,0,0,0,1400,0,0,1,436.0,6,2,1710,8
0,0,0,0,0,0,0,896,0,1,0,0,66,0,69.0,0,0,0,416,0,0,1,252.0,8,2,825,6
0,0,0,0,0,0,0,0,409,0,0,0,0,0,69.0,0,0,0,429,0,0,1,0.0,4,1,1602,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0.0,7,1,1200,6
0,0,0,0,0,0,0,524,0,0,0,0,8,0,60.0,0,0,0,0,0,0,0,0.0,5,1,572,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,5,1,0,5
0,0,0,0,0,0,0,1194,0,1,0,0,75,0,92.0,0,0,0,0,0,0,1,84.0,8,2,774,8
0,0,0,0,0,0,0,956,0,1,0,0,136,0,100.0,0,0,0,222,0,0,1,0.0,8,2,991,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,660,0,0,0,0.0,6,2,1232,6
0,0,0,0,0,0,0,0,0,0,0,0,70,0,95.0,0,0,0,1201,0,0,1,226.0,7,2,1541,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0.0,4,1,882,4
0,0,0,0,0,0,0,467,0,0,0,0,0,0,40.0,0,0,0,370,0,0,0,0.0,5,2,1149,6
0,0,0,0,0,0,0,547,140,0,0,0,0,0,62.0,0,0,0,351,0,0,0,0.0,6,2,644,5
0,0,0,0,0,0,0,0,476,0,0,0,0,0,69.0,0,0,0,379,0,0,3,0.0,7,1,1617,5
0,0,0,0,0,0,0,551,178,1,0,0,120,0,86.0,0,0,0,1288,0,0,1,300.0,8,1,1582,8
0,0,0,0,0,0,0,880,100,1,0,0,48,0,62.0,0,0,0,0,0,0,1,0.0,7,2,840,7
0,0,0,0,0,0,0,0,574,1,0,0,64,0,69.0,0,0,0,0,0,0,1,653.0,6,2,1686,8
0,0,0,0,0,0,0,0,237,1,0,0,0,0,69.0,0,0,0,360,0,0,0,0.0,7,1,720,5
0,0,0,0,0,0,0,703,441,0,0,0,35,0,44.0,0,0,0,495,0,0,1,0.0,5,2,1064,7
0,0,0,0,0,0,0,0,0,1,0,0,20,0,80.0,0,0,0,288,0,0,1,491.0,6,1,1362,6
0,0,0,0,0,0,0,0,192,0,0,0,0,0,47.0,0,0,0,1398,0,0,1,132.0,7,2,1606,6
0,0,0,0,0,0,0,0,0,0,0,0,29,0,84.0,0,0,0,477,0,0,1,0.0,7,2,1202,6
0,0,0,0,0,0,0,896,0,1,0,0,228,0,97.0,0,0,0,831,0,0,1,268.0,8,2,1151,6
0,0,0,0,0,0,0,668,0,0,0,0,0,0,69.0,0,0,0,57,0,0,1,0.0,8,2,1052,5
0,0,0,0,0,0,0,0,0,0,0,0,60,0,63.0,0,0,0,1904,0,0,1,748.0,9,2,2216,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,5,1,968,5
0,0,0,0,0,0,0,756,0,1,0,0,0,0,69.0,0,0,0,436,0,0,1,456.0,5,2,756,6
0,0,0,0,0,0,0,901,0,1,0,0,0,0,54.0,0,0,0,352,0,0,1,0.0,9,1,793,7
0,0,0,0,0,0,0,0,116,0,0,0,0,0,60.0,0,0,0,0,0,0,1,98.0,7,1,0,5
0,0,0,0,0,0,0,720,280,1,0,0,238,0,63.0,0,0,0,0,0,0,0,0.0,6,2,1362,7
0,0,0,0,0,0,0,316,104,0,0,0,0,0,92.0,0,0,0,0,0,0,0,0.0,5,1,504,5
0,0,0,0,0,0,0,1518,0,1,0,0,260,0,90.0,0,0,0,0,0,0,2,0.0,12,2,1107,10
0,0,0,0,0,0,0,0,168,0,0,0,27,0,69.0,0,0,0,611,0,0,0,0.0,6,2,1188,7
0,0,0,0,0,0,0,704,0,1,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,8,2,660,5
0,0,0,0,0,0,0,0,120,2,0,0,0,0,64.0,0,0,0,1086,0,0,2,275.0,6,0,1086,5
0,0,0,0,0,0,0,0,0,1,0,0,120,0,41.0,0,0,0,1153,0,0,1,0.0,5,1,1593,8
0,0,0,0,0,0,0,1178,0,1,0,0,74,0,70.0,0,0,0,297,0,0,2,0.0,10,2,853,8
0,0,0,0,0,0,0,754,0,1,0,0,32,0,69.0,0,0,0,626,0,0,0,138.0,7,1,725,7
0,0,0,0,0,0,0,0,0,0,0,0,35,0,68.0,0,0,0,560,0,0,0,0.0,6,2,1431,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,390,0,0,0,0.0,5,1,864,5
0,0,0,0,0,0,0,0,171,0,0,0,138,0,79.0,0,0,0,1126,0,0,1,205.0,8,2,1726,7
0,0,0,0,0,0,0,929,0,0,0,0,198,0,92.0,0,0,0,0,0,0,0,0.0,8,1,755,6
0,0,0,0,0,0,0,0,0,0,0,0,26,0,76.0,0,0,0,1088,0,0,1,262.0,7,2,1713,8
0,0,0,0,0,0,0,0,132,0,0,0,64,0,80.0,0,0,0,0,0,0,0,0.0,5,2,1121,4
0,0,0,0,0,0,0,0,238,0,0,0,83,0,75.0,0,0,0,641,0,0,2,0.0,6,2,1196,6
0,0,0,0,0,0,0,445,0,0,0,0,0,0,50.0,0,0,0,617,0,0,0,0.0,6,2,617,6
0,0,0,0,0,0,0,0,149,0,0,0,0,0,69.0,0,0,0,662,0,0,1,205.0,3,1,848,6
0,0,0,0,0,0,0,564,0,1,0,0,35,0,50.0,0,0,0,312,0,0,0,0.0,5,1,720,5
0,0,0,0,0,0,0,0,0,0,0,0,34,0,99.0,0,0,0,0,0,0,0,0.0,5,2,1424,7
0,0,0,0,0,0,0,0,0,1,0,0,30,0,40.0,0,0,0,0,0,0,1,0.0,8,1,1140,5
0,0,0,0,0,0,0,0,355,0,0,0,0,0,69.0,0,0,0,419,0,0,1,0.0,6,1,1100,4
0,0,0,0,0,0,0,882,60,1,0,0,55,0,69.0,0,0,0,1065,0,0,1,128.0,7,2,1157,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,787,0,0,0,260.0,6,1,1092,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,0,0,468,0,0,0,0.0,5,1,864,5
0,0,0,0,0,0,0,0,100,0,0,0,22,0,83.0,0,0,0,36,0,0,0,0.0,6,2,1212,6
0,0,0,0,0,0,0,920,168,1,0,0,108,0,72.0,0,0,0,822,0,0,1,0.0,7,2,900,7
0,0,0,0,0,0,0,0,224,0,0,0,0,0,43.0,0,0,0,716,0,0,0,0.0,5,1,990,5
0,0,0,0,0,0,0,703,0,1,0,0,36,0,69.0,0,0,0,378,0,0,0,153.0,6,1,689,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,360,0,0,1,64.0,6,1,1070,5
0,0,0,0,0,0,0,0,139,0,0,0,98,0,65.0,0,0,0,946,0,0,0,266.0,8,2,1436,7
0,0,0,0,0,0,0,518,0,0,0,0,172,0,57.0,0,0,0,0,0,0,0,0.0,8,1,686,4
0,0,0,0,0,0,0,817,0,1,0,0,119,0,69.0,0,0,0,341,0,0,2,312.0,8,1,798,7
0,0,0,0,0,0,0,0,108,0,0,0,0,0,43.0,0,0,0,16,0,0,0,16.0,5,2,1248,7
0,0,0,0,0,0,0,0,351,0,0,0,33,0,73.0,0,0,0,0,0,0,0,0.0,5,2,1498,7
0,0,0,0,0,0,0,1257,120,1,0,0,46,0,69.0,0,0,0,0,0,0,1,0.0,8,2,1010,6
0,0,0,0,0,0,0,741,209,1,0,0,208,0,85.0,0,0,0,550,0,0,1,0.0,6,2,713,6
0,0,0,0,0,0,0,0,216,0,0,0,0,0,70.0,0,0,0,524,0,0,0,0.0,4,1,864,4
0,0,0,0,0,0,0,0,248,0,0,0,105,0,103.0,0,0,0,56,0,0,1,922.0,8,2,2392,10
0,0,0,0,0,0,0,1306,224,1,0,0,114,0,82.0,0,0,0,565,0,0,1,290.0,9,2,1203,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,842,0,0,1,0.0,5,1,912,5
0,0,0,0,0,0,0,0,143,0,0,0,20,0,43.0,0,0,0,16,0,0,1,16.0,7,2,1373,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,0,220.0,6,1,1194,6
0,0,0,0,0,0,0,0,365,0,0,0,0,0,75.0,0,0,0,182,0,0,0,0.0,5,1,894,5
0,0,0,0,0,0,0,1100,288,1,0,0,48,0,69.0,0,0,0,625,0,0,2,0.0,8,2,860,6
0,0,0,0,0,0,0,0,132,0,0,0,105,0,65.0,0,0,0,24,0,0,0,98.0,6,2,1414,7
0,0,0,0,0,0,0,730,370,1,0,0,70,0,69.0,0,0,0,402,0,0,0,0.0,7,2,996,7
0,0,0,0,0,0,0,0,168,0,0,0,228,0,93.0,0,0,0,0,0,0,0,254.0,7,2,1694,8
0,0,0,0,0,0,0,689,0,1,0,0,140,0,52.0,0,0,0,94,0,0,1,0.0,7,1,735,6
0,0,0,0,0,0,0,0,144,0,0,0,168,0,75.0,0,0,0,1078,0,0,0,36.0,7,2,1566,8
0,0,0,0,0,0,0,0,58,0,0,0,42,0,40.0,0,0,0,329,0,0,0,0.0,4,1,686,5
0,0,0,0,0,0,0,551,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0.0,6,1,540,5
0,0,0,0,0,0,0,591,0,1,0,0,28,0,75.0,0,0,0,0,0,0,1,0.0,6,1,626,6
0,0,0,0,0,0,0,888,0,1,0,0,130,0,69.0,0,0,0,695,0,0,2,0.0,8,2,948,7
0,0,0,0,0,0,0,0,197,0,0,0,39,0,80.0,0,0,0,929,0,0,1,102.0,6,2,1845,7
0,0,0,0,0,0,0,1020,0,0,0,0,60,0,69.0,0,0,0,0,0,0,0,0.0,9,2,1020,6
0,0,0,0,0,0,0,0,0,0,0,0,30,0,75.0,0,0,0,0,0,0,1,0.0,5,1,1367,6
0,0,0,0,0,0,0,828,144,1,0,0,68,0,72.0,0,0,0,0,0,0,0,101.0,8,2,840,7
0,0,0,0,0,0,0,700,0,0,0,0,98,0,69.0,0,0,0,697,0,0,2,472.0,7,2,1444,6
0,0,0,0,0,0,0,0,263,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0.0,6,1,728,3
