2ndFlrSF,WoodDeckSF,HalfBath,OpenPorchSF,LotFrontage,BsmtFinSF1,Fireplaces,MasVnrArea,TotRmsAbvGrd,FullBath,TotalBsmtSF,OverallQual,SaleCondition_Partial,BsmtFinType1_GLQ,GarageType_Attchd,Neighborhood_NridgHt,GarageFinish_Unf,KitchenQual_TA,Exterior2nd_VinylSd,BsmtExposure_Gd,FireplaceQu_Gd,BsmtQual_TA,Foundation_CBlock,GarageType_Detchd,HeatingQC_TA,ExterQual_Gd,KitchenQual_Gd,SalePrice
0,0,0,0,65.0,0,0,0.0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
0,0,0,138,84.0,643,1,101.0,6,2,1088,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
0,240,0,0,69.0,747,0,0.0,5,1,840,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144000
0,145,0,0,69.0,280,0,0.0,5,1,938,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130250
0,0,0,0,70.0,179,0,0.0,6,1,1150,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000
0,196,0,82,61.0,456,1,412.0,6,2,1752,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319900
631,168,1,43,48.0,1351,1,0.0,6,1,1434,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239686
0,0,0,146,84.0,24,0,0.0,7,2,1656,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249700
716,0,0,0,33.0,0,0,0.0,8,2,736,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000
0,0,0,0,66.0,763,0,0.0,6,1,955,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
676,0,0,75,69.0,182,0,0.0,6,2,794,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177000
0,112,0,0,52.0,0,1,0.0,6,1,816,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500
0,857,1,72,68.0,1810,1,0.0,5,0,1842,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000
0,0,0,50,60.0,384,1,0.0,6,1,384,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
0,0,0,0,100.0,490,1,272.0,7,2,1425,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180500
860,0,1,70,89.0,0,0,0.0,7,2,860,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196500
1519,192,1,0,66.0,0,1,1031.0,10,3,1410,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438780
0,196,0,0,60.0,632,0,0.0,4,1,780,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124900
0,0,1,50,63.0,941,0,0.0,5,1,1158,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
530,0,0,0,60.0,0,0,0.0,6,1,530,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101000
0,120,0,49,44.0,24,1,178.0,6,2,1370,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
808,12,0,11,50.0,0,0,0.0,9,2,576,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
977,576,1,36,69.0,739,0,573.0,8,2,1057,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219500
1330,192,1,151,76.0,0,1,344.0,9,2,1143,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317000
0,301,0,0,69.0,912,1,287.0,7,2,1947,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
0,144,0,29,72.0,1013,0,167.0,7,2,1453,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226000
0,0,0,0,47.0,0,0,0.0,4,1,747,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
983,0,0,21,81.0,603,1,0.0,7,2,1304,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000
0,300,0,0,95.0,1880,2,1115.0,8,2,2223,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244000
0,0,0,0,69.0,565,0,0.0,4,1,845,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129500
833,0,1,94,74.0,0,1,40.0,7,2,832,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
0,0,0,0,85.0,320,0,104.0,6,1,1086,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144900
765,0,0,0,60.0,0,0,0.0,8,2,840,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107400
0,0,0,0,69.0,228,0,0.0,4,1,952,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135750
213,0,0,0,50.0,336,0,0.0,6,1,672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
0,0,0,0,72.0,0,0,0.0,8,2,1768,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136500
548,74,1,0,60.0,0,0,0.0,5,1,440,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
960,0,1,72,100.0,448,1,576.0,8,2,896,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193500
0,0,0,199,32.0,1201,0,443.0,5,2,1237,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153500
0,144,0,99,78.0,33,1,468.0,6,2,1563,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000
0,74,1,0,80.0,0,0,66.0,6,1,1065,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126500
670,120,1,72,69.0,0,1,22.0,7,2,384,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168500
612,0,1,234,40.0,0,0,76.0,4,2,612,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164500
0,0,0,0,105.0,0,0,0.0,6,1,1013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
0,0,0,0,60.0,588,0,0.0,5,1,990,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123600
0,0,0,29,60.0,0,0,0.0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109900
0,0,0,0,85.0,600,0,203.0,6,1,1235,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98600
0,0,0,0,80.0,713,0,0.0,5,1,876,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163500
1031,0,0,0,60.0,1046,1,0.0,9,2,1214,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133900
881,0,1,162,69.0,648,0,0.0,7,2,824,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204750
790,232,1,63,69.0,310,1,68.0,6,2,680,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
0,158,0,29,78.0,1162,0,183.0,6,2,1588,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214000
0,120,0,0,73.0,520,0,48.0,6,1,960,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94750
0,0,0,0,85.0,108,0,0.0,5,1,458,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83000
0,352,1,0,77.0,569,0,0.0,6,1,950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128950
0,168,0,68,69.0,1200,2,28.0,6,2,1610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000
755,192,1,46,77.0,0,1,336.0,7,2,741,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000
0,0,0,0,64.0,0,0,0.0,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118964
0,0,0,36,94.0,0,0,0.0,6,2,1226,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198900
592,0,1,0,69.0,224,2,600.0,7,1,1040,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169500
939,140,1,45,75.0,0,1,768.0,9,2,1053,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
0,0,0,0,60.0,0,0,0.0,6,1,641,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
0,0,0,0,50.0,104,0,0.0,5,1,789,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
520,0,0,0,85.0,0,0,0.0,7,2,793,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
0,0,0,122,105.0,705,1,480.0,7,2,1844,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
639,182,0,0,75.0,444,0,0.0,7,2,994,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136900
656,180,1,0,69.0,250,1,0.0,7,2,384,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
1414,120,1,184,77.0,984,1,220.0,10,2,1264,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383970
0,166,0,120,69.0,35,2,184.0,7,2,1809,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217000
884,224,1,0,61.0,774,1,0.0,9,2,1028,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259500
729,0,1,32,34.0,419,1,1129.0,5,2,729,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176000
0,0,0,20,69.0,170,1,116.0,6,1,1092,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
0,80,1,64,74.0,0,0,0.0,5,1,1125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
1523,367,0,0,90.0,1470,2,0.0,11,3,1673,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
728,0,1,24,65.0,0,1,0.0,8,2,728,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163990
0,0,0,130,69.0,938,2,0.0,4,1,938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
351,0,0,0,50.0,0,0,0.0,4,1,732,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
0,0,0,0,75.0,570,0,135.0,5,1,1080,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136000
0,0,0,63,55.0,300,0,0.0,5,2,1199,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153900
0,192,0,0,48.0,0,1,0.0,7,2,1362,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000
0,53,0,0,60.0,490,0,0.0,5,1,520,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84500
0,0,0,205,69.0,120,1,0.0,5,2,1078,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128000
0,0,0,0,55.0,116,1,0.0,5,1,672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000
688,188,1,108,69.0,512,1,266.0,6,1,660,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
0,0,1,80,69.0,567,0,85.0,6,1,1008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
941,105,1,66,88.0,445,2,309.0,8,2,924,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226000
1032,24,1,48,69.0,695,1,40.0,7,2,992,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244000
0,0,0,0,75.0,405,0,0.0,7,1,1063,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150750
0,192,0,25,69.0,1005,0,136.0,6,2,1267,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
0,0,1,96,78.0,570,1,0.0,7,2,1461,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
0,98,0,0,80.0,0,1,288.0,7,2,1304,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174000
0,0,0,111,69.0,695,1,196.0,5,2,1214,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143000
0,0,0,0,82.0,0,0,70.0,9,3,1907,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171000
848,224,1,106,73.0,668,2,320.0,7,2,1004,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
836,276,1,99,65.0,821,0,0.0,7,2,928,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231500
0,0,0,0,70.0,432,1,0.0,5,1,864,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
0,160,0,24,78.0,1300,0,0.0,7,2,1734,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
475,0,0,0,71.0,507,0,0.0,6,2,910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166000
0,144,0,29,78.0,679,0,183.0,6,2,1490,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204000
0,0,0,0,70.0,1332,0,336.0,10,2,1728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
0,48,0,0,51.0,209,0,0.0,5,1,715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000
1151,144,1,48,69.0,0,1,180.0,8,2,884,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222500
0,0,0,0,63.0,680,0,120.0,6,1,1080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000
448,200,0,114,69.0,0,0,0.0,7,1,896,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
0,0,0,102,107.0,1400,1,436.0,6,2,1710,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372402
896,0,1,66,69.0,416,1,252.0,8,2,825,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
0,409,0,0,69.0,429,1,0.0,4,1,1602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000
0,0,0,0,84.0,0,0,0.0,7,1,1200,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
524,0,0,8,60.0,0,0,0.0,5,1,572,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
0,0,0,0,60.0,0,0,0.0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109500
1194,0,1,75,92.0,0,1,84.0,8,2,774,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269500
956,0,1,136,100.0,222,1,0.0,8,2,991,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254900
0,0,0,0,69.0,660,0,0.0,6,2,1232,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162500
0,0,0,70,95.0,1201,1,226.0,7,2,1541,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
0,0,0,0,55.0,0,0,0.0,4,1,882,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103200
467,0,0,0,40.0,370,0,0.0,5,2,1149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000
547,140,0,0,62.0,351,0,0.0,6,2,644,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500
0,476,0,0,69.0,379,3,0.0,7,1,1617,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
551,178,1,120,86.0,1288,1,300.0,8,1,1582,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325624
880,100,1,48,62.0,0,1,0.0,7,2,840,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183500
0,574,1,64,69.0,0,1,653.0,6,2,1686,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228000
0,237,1,0,69.0,360,0,0.0,7,1,720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128500
703,441,0,35,44.0,495,1,0.0,5,2,1064,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239000
0,0,1,20,80.0,288,1,491.0,6,1,1362,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163000
0,192,0,0,47.0,1398,1,132.0,7,2,1606,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184000
0,0,0,29,84.0,477,1,0.0,7,2,1202,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243000
896,0,1,228,97.0,831,1,268.0,8,2,1151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211000
668,0,0,0,69.0,57,1,0.0,8,2,1052,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172500
0,0,0,60,63.0,1904,1,748.0,9,2,2216,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501837
0,0,0,0,60.0,0,0,0.0,5,1,968,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
756,0,1,0,69.0,436,1,456.0,5,2,756,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177000
901,0,1,0,54.0,352,1,0.0,9,1,793,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200100
0,116,0,0,60.0,0,1,98.0,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
720,280,1,238,63.0,0,0,0.0,6,2,1362,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
316,104,0,0,92.0,0,0,0.0,5,1,504,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
1518,0,1,260,90.0,0,2,0.0,12,2,1107,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475000
0,168,0,27,69.0,611,0,0.0,6,2,1188,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173000
704,0,1,0,60.0,0,0,0.0,8,2,660,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
0,120,2,0,64.0,1086,2,275.0,6,0,1086,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153337
0,0,1,120,41.0,1153,1,0.0,5,1,1593,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286000
1178,0,1,74,70.0,297,2,0.0,10,2,853,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315000
754,0,1,32,69.0,626,0,138.0,7,1,725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184000
0,0,0,35,68.0,560,0,0.0,6,2,1431,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
0,0,0,0,60.0,390,0,0.0,5,1,864,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
0,171,0,138,79.0,1126,1,205.0,8,2,1726,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311872
929,0,0,198,92.0,0,0,0.0,8,1,755,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104000
0,0,0,26,76.0,1088,1,262.0,7,2,1713,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274900
0,132,0,64,80.0,0,0,0.0,5,2,1121,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
0,238,0,83,75.0,641,2,0.0,6,2,1196,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171500
445,0,0,0,50.0,617,0,0.0,6,2,617,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112000
0,149,0,0,69.0,662,1,205.0,3,1,848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000
564,0,1,35,50.0,312,0,0.0,5,1,720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
0,0,0,34,99.0,0,0,0.0,5,2,1424,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180500
0,0,1,30,40.0,0,1,0.0,8,1,1140,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143900
0,355,0,0,69.0,419,1,0.0,6,1,1100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000
882,60,1,55,69.0,1065,1,128.0,7,2,1157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277000
0,0,0,0,75.0,787,0,260.0,6,1,1092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
0,0,0,0,67.0,468,0,0.0,5,1,864,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000
0,100,0,22,83.0,36,0,0.0,6,2,1212,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186000
920,168,1,108,72.0,822,1,0.0,7,2,900,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252678
0,224,0,0,43.0,716,0,0.0,5,1,990,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156000
703,0,1,36,69.0,378,0,153.0,6,1,689,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161750
0,0,0,0,72.0,360,1,64.0,6,1,1070,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134450
0,139,0,98,65.0,946,0,266.0,8,2,1436,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
518,0,0,172,57.0,0,0,0.0,8,1,686,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000
817,0,1,119,69.0,341,2,312.0,8,1,798,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311500
0,108,0,0,43.0,16,0,16.0,5,2,1248,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167240
0,351,0,33,73.0,0,0,0.0,5,2,1498,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204900
1257,120,1,46,69.0,0,1,0.0,8,2,1010,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
741,209,1,208,85.0,550,1,0.0,6,2,713,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179900
0,216,0,0,70.0,524,0,0.0,4,1,864,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000
0,248,0,105,103.0,56,1,922.0,8,2,2392,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386250
1306,224,1,114,82.0,565,1,290.0,9,2,1203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000
0,0,0,0,70.0,842,1,0.0,5,1,912,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
0,143,0,20,43.0,16,1,16.0,7,2,1373,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192500
0,0,0,0,73.0,0,0,220.0,6,1,1194,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
0,365,0,0,75.0,182,0,0.0,5,1,894,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128200
1100,288,1,48,69.0,625,2,0.0,8,2,860,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216500
0,132,0,105,65.0,24,0,98.0,6,2,1414,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185500
730,370,1,70,69.0,402,0,0.0,7,2,996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194500
0,168,0,228,93.0,0,0,254.0,7,2,1694,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318000
